Razao_Social;CNPJ;Endereco;Latitude;Longitude;Nome_Fantasia;Municipio;Frequencia;UF;ID_Estação;Rede;Canal;Largura_de_banda;Modulacao;Servico_RNR;Situacao_de_Licenciamento;Servico_ANATEL;Observação
 RADIO PRIMEIRA CAPITAL LTDA; 07344310000172; RUA TIBURCIO TARGINO, 155; 03S543500; 38W230700; RADIO PRIMEIRA CAPITAL; Aquiraz;1050,0000; CE; 322882222;;;10;AM;Rádio;;205;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 09S233500; 40W302700;; São José do Rio Preto;483250,0000; SP; 322735831;;16;6000;PAL-M;TV Analógica;;800;
 ALTA VISTA RADIO E TELEVISAO LTDA; 02382492000152; AVENIDA ENGENHEIRO ANTONIO FRANCISCO DE PAULA SOUZA, 2799; 22S563300; 47W015400;; Campinas;106700,0000; SP; 690732767;;294;200;FM;Rádio;;230;
 TV JUIZ DE FORA LTDA; 21575063000146; RUA EWBANK DA CAMARA, 46; 20S451400; 42W525500; TV PANORAMA; Juiz de Fora;181250,0000; MG; 322386586;;8;6000;ISDB-T;TV Digital;;802;
 ABRIL RADIODIFUSAO S/A; 03555171000175; AVENIDA PROFESSOR ALFONSO BOVERO, 52; 22S072500; 51W231200;; São Paulo;735250,0000; SP; 9257195;;58;6000;PAL-M;TV Analógica;;800;
 FUNDACAO JOAO PAULO II; 50016039000175; RUA JOAO PAULO II, S/Nº; 09S452500; 36W393300;; Cachoeira Paulista;537250,0000; SP; 442498829;;25;6000;PAL-M;TV Analógica;;800;
 RADIO TV DO AMAZONAS LTDA; 04387825000161; AVENIDA ANDRE ARAUJO, 1555; 08S101400; 70W212700;; Manaus;211250,0000; AM; 323708412;;13;6000;ISDB-T;TV Digital;;802;
 TV SERRA DOURADA LTDA; 01061837000103; RUA 73, 349; 17S475300; 50W554100; TV SERRA DOURADA; Goiânia;77250,0000; GO; 323038204;;5;6000;PAL-M;TV Analógica;;800;
 ASSOCIACAO BENEFICENTE VIVER MELHOR; 05741393000108; AVENIDA VILLE ROY, 2129; 02S500300; 60W392400;; Boa Vista;681250,0000; RR; 688362915;;49;6000;PAL-M;TV Analógica;;800;
 TV VALE DO ITAJAI LTDA; 76368240000105; RUA ANTONIO MENEZES VASCONCELOS DRUMOND, 29; 26S590990; 48W384350;; Itajaí;77250,0000; SC; 323067468;;5;6000;PAL-M;TV Analógica;;800;
 TELEVISAO LAGES LTDA; 83012013000108; RUA CARLOS JOFRE DO AMARAL, 67; 27S133600; 49W383300;; Lages;211250,0000; SC; 323091849;;13;6000;ISDB-T;TV Digital;;802;
 FUNDACAO JOAO PAULO II; 50016039000175; RUA JOAO PAULO II, S/Nº; 20S270000; 54W390000;; Cachoeira Paulista;543250,0000; SP; 443805415;;26;6000;PAL-M;TV Analógica;;800;
 PREFEITURA MUNICIPAL DE CHOPINZINHO; 76995414000160; RUA SANTOS DUMONT, 533, .; 25S513200; 52W312800;; Chopinzinho;489250,0000; PR; 322513979;;17;6000;PAL-M;TV Analógica;;800;
 RADIO E TELEVISAO BANDEIRANTES LTDA; 60509239000113; RUA RADIANTES, 13; 20S160700; 50W310200;; São Paulo;537250,0000; SP; 9151648;;25;6000;PAL-M;TV Analógica;;800;
 RADIO CULTURA DE MONTE CARMELO LTDA; 18158956000181; PRACA NOSSA SENHORA DO CARMO, 224; 18S440000; 47W300000;; Monte Carmelo;1550,0000; MG; 322322162;;;10;AM;Rádio;;205;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 24S305000; 48W063300;; São José do Rio Preto;693250,0000; SP; 9248960;;51;6000;ISDB-T;TV Digital;;802;
 TV VALE DO PARAIBA LTDA; 56407083000192; AVENIDA DEPUTADO BENEDITO MATARAZZO, 9403; 23S045800; 46W333300;; São José dos Campos;681250,0000; SP; 323699413;;49;6000;PAL-M;TV Analógica;;800;
 TELEVISAO CENTRO AMERICA LTDA; 03476876000105; AVENIDA MARECHAL DEODORO, 504; 15S480000; 58W300000;; Cuiabá;77250,0000; MT; 323716172;;5;6000;ISDB-T;TV Digital;;802;
 TELEVISAO BANDEIRANTES DE PRESIDENTE PRUDENTE LTDA; 50609973000109; RUA ALBERTO ARTONI, 75; 22S124200; 49W394100; BAND; Presidente Prudente;489250,0000; SP; 9123342;;17;6000;PAL-M;TV Analógica;;800;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 26S281600; 51W595600;; São José do Rio Preto;579250,0000; SP; 323685927;;32;6000;PAL-M;TV Analógica;;800;
 SOCIEDADE RADIO E TELEVISAO ALTEROSA S. A.; 17247925000134; AVENIDA ASSIS CHATEAUBRIAND, 499; 16S120600; 40W402400;; Belo Horizonte;199250,0000; MG; 534289053;;11;6000;ISDB-T;TV Digital;;802;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 12S060400; 44W594500;; São José do Rio Preto;471250,0000; SP; 322647770;;14;6000;ISDB-T;TV Digital;;802;
 TELEVISAO ANHANGUERA S.A.; 01534510000101; AVENIDA THOMAS EDSON, 400; 16S584000; 51W492200;; Goiânia;181250,0000; GO; 323715567;;8;6000;ISDB-T;TV Digital;;802;
 FUNDACAO DOM JOAQUIM; 01451506000180; PRAÇA SANTA TERESA, 283; 03S220000; 64W420000;; Tefé;3385,0000; AM; 322972167;;;10;AM;Rádio;;221;
 FUNDACAO NAZARE DE COMUNICACAO; 83369470000154; AVENIDA GOVERNADOR JOSE MALCHER, 915; 00S024700; 51W031200;; Belém;699250,0000; PA; 534897312;;52;6000;ISDB-T;TV Digital;;802;
 FUNDACAO CULTURAL E EDUCACIONAL SANTANA DE CAETITE; 15015159000157; AV. DOM MANUEL RAIMUNDO DE MELLO, N° 607; 14S035500; 42W291900;; Caetité;1510,0000; BA; 322609801;;;10;AM;Rádio;;205;
 FUNDACAO MARANATA DE COMUNICACAO SOCIAL; 00831694000290; RUA JOAO CARLOS DE SOUZA CASTRO, 562; 25S234200; 49W171800;; Curitiba;106500,0000; PR; 322542677;;293;200;FM;Rádio;;230;
 RADIO ESPERANCA PRUDENTOPOLIS LTDA.; 77782746000129; RUA BRUNO FILGUEIRA, 1688; 25S135100; 50W585000;; Curitiba;810,0000; PR; 322480884;;;10;AM;Rádio;;205;
 SOCIEDADE RADIO E TELEVISAO ALTEROSA S. A.; 17247925000134; AVENIDA ASSIS CHATEAUBRIAND, 499; 14S541720; 42W490430;; Belo Horizonte;633250,0000; MG; 323697747;;41;6000;PAL-M;TV Analógica;;800;
 TV OMEGA LTDA; 02131538000160; AVENIDA PRESIDENTE KENNEDY, 2869; 22S563600; 47W015200; REDE TV; Osasco;675250,0000; SP; 695574485;;48;6000;ISDB-T;TV Digital;;802;
 RBS PARTICIPACOES S. A.; 68737857000122; AVENIDA ERICO VERISSIMO, 400; 29S222700; 49W485100;; Porto Alegre;519250,0000; RS; 523002726;;22;6000;PAL-M;TV Analógica;;800;
 FUNDACAO DE TELECOMUNICACOES DO PARA; 05441704000113; AVENIDA ALMIRANTE BARROSO 735, .; 02S350000; 49W300000;; Belém;193250,0000; PA; 322801940;;10;6000;PAL-M;TV Analógica;;800;
 PREFEITURA MUNICIPAL DE TIBAGI; 76170257000153; PRACA EDMUNDO MERCER, 119; 24S341400; 50W291700;; Tibagi;597250,0000; PR; 322530830;;35;6000;PAL-M;TV Analógica;;800;
 SISTEMA TV PAULISTA LTDA; 03822583000124; RUA AUGUSTA, 1598, 8O.ANDAR, .; 23S231700; 46W174000;; São Paulo;693250,0000; SP; 9236198;;51;6000;PAL-M;TV Analógica;;800;
 FUNDACAO NAZARE DE COMUNICACAO; 83369470000154; AVENIDA GOVERNADOR JOSE MALCHER, 915; 00S430000; 47W420000;; Belém;597250,0000; PA; 323669786;;35;6000;PAL-M;TV Analógica;;800;
 FUNDACAO JOAO PAULO II; 50016039000175; RUA JOAO PAULO II, S/Nº; 21S132700; 50W515400;; Cachoeira Paulista;741250,0000; SP; 534591787;;59;6000;ISDB-T;TV Digital;;802;
 TELEVISAO VERDES MARES LTDA; 07199664000170; AVENIDA DESEMBARGADOR MOREIRA, 2430; 04S554900; 37W591700;; Fortaleza;181250,0000; CE; 322898412;;8;6000;ISDB-T;TV Digital;;802;
 RADIO TRES COLINAS LTDA; 50485705000114; RUA LUIZ PIRES, 440; 20S301530; 47W241030;; Franca;95700,0000; SP; 7806221;;239;200;FM;Rádio;;230;
 REDE GOIANIA DE RADIO E TELEVISAO LTDA; 05113990000198; RUA 1114, 41; 15S190000; 49W070000;; Goiânia;555250,0000; GO; 323732127;;28;6000;ISDB-T;TV Digital;;802;
 TELEVISAO CENTRO AMERICA LTDA; 03476876000105; AVENIDA MARECHAL DEODORO, 504; 11S164500; 57W311100;; Cuiabá;205250,0000; MT; 323729894;;12;6000;PAL-M;TV Analógica;;800;
 RADIO TIMBAUBA FM LTDA; 10582161000194; ALTO SANTA TEREZINHA, s/n; 07S302300; 35W190500;; Timbaúba;96900,0000; PE; 322735998;;245;200;FM;Rádio;;230;
 SOCIEDADE DE CULTURA RADIO CAIARI LTDA; 05904727000117; Rua das Crianças, 4646; 08S450000; 63W550000;; Porto Velho;4785,0000; RO; 322972493;;;10;AM;Rádio;;221;
 RADIO PAULISTA DE TUPA LTDA; 53016192000190; RUA MEXICO, 148-A; 21S555500; 50W313100;; Tupã;93900,0000; SP; 9090991;;230;200;FM;Rádio;;230;
 TV OESTE DO PARANA LTDA; 03699194000153; RUA ALEXANDRE DE GUSMAO, 1413; 25S073800; 53W493800;; Cascavel;199250,0000; PR; 322514088;;11;6000;ISDB-T;TV Digital;;802;
 FUNDACAO JOAO PAULO II; 50016039000175; RUA JOAO PAULO II, S/Nº; 18S413700; 49W534200;; Cachoeira Paulista;597250,0000; SP; 323688594;;35;6000;ISDB-T;TV Digital;;802;
 TELEVISAO BAHIA LTDA; 13425269000161; RUA ARISTIDES NOVIS, 123; 09S523000; 39W542200; TV BAHIA; Salvador;187250,0000; BA; 322644020;;9;6000;ISDB-T;TV Digital;;802;
 RADIO TV DO AMAZONAS LTDA; 04387825000161; AVENIDA ANDRE ARAUJO, 1555; 03S180000; 60W365000;; Manaus;205250,0000; AM; 322994756;;12;6000;ISDB-T;TV Digital;;802;
 TVSBT CANAL 4 DE SAO PAULO S/A; 45039237000114; SBT - Sistema Brasileiro de Televisão Avenida das Comunicações 04, 04; 23S495300; 47W430200;; Osasco;615250,0000; SP; 9152709;;38;6000;PAL-M;TV Analógica;;800;
 TELEVISAO VERDES MARES LTDA; 07199664000170; AVENIDA DESEMBARGADOR MOREIRA, 2430; 02S555800; 40W513000;; Fortaleza;193250,0000; CE; 322898676;;10;6000;PAL-M;TV Analógica;;800;
 SUL BRASIL - RADIO E TELEVISAO LTDA.; 05492288000182; RUA QUINTINO BOCAIÚVA, 666; 30S044900; 51W110100;; Bocaiúva do Sul;615250,0000; PR; 691692319;;38;6000;PAL-M;TV Analógica;;800;
 RADIO AQUARELA CEARENSE LTDA; 02372728000170; RUA SETE DE SETEMBRO, 54; 04S213700; 39W184900;; Itapipoca;102500,0000; CE; 688666906;;273;200;FM;Rádio;;230;
 EMISSORAS REUNIDAS LTDA; 92775295000196; RUA VINTE E QUATRO DE OUTUBRO, 1557; 29S473000; 55W461000; RADIO SANTA CRUZ DO SUL; Porto Alegre;590,0000; RS; 9545239;;;10;AM;Rádio;;205;
 MENS SANA COMUNICACOES LTDA; 63790455000178; RUA ADEMIR DE BRITO, 3690, .; 11S261700; 61W265100;; Cacoal;67250,0000; RO; 323204490;;4;6000;PAL-M;TV Analógica;;800;
 RADIO E TELEVISAO BANDEIRANTES LTDA; 60509239000113; RUA RADIANTES, 13; 21S232500; 48W270100;; São Paulo;507250,0000; SP; 9151532;;20;6000;PAL-M;TV Analógica;;800;
 PREFEITURA MUNICIPAL DE TEJUPA; 46223756000109; PRACA DOMINGOS SARTORI,, 12; 23S204800; 49W215500;; Tejupá;205250,0000; SP; 9087478;;12;6000;ISDB-T;TV Digital;;802;
 RIO LONTRA RADIO E TELEVISAO LTDA; 37071776000102; ACSU NE CONJUNTO 02 LOTE 03, .; 10S104300; 48W195400;; Palmas;187250,0000; TO; 323038077;;9;6000;ISDB-T;TV Digital;;802;
 CARAIBA EMPREENDIMENTOS CULTURAIS LTDA; 14389167000109; RUA VISCONDE DO RIO BRANCO,, 68; 10S265100; 40W115200;; Senhor do Bonfim;850,0000; BA; 322609461;;;10;AM;Rádio;;205;
 FUNDACAO JOAO PAULO II; 50016039000175; RUA JOAO PAULO II, S/Nº; 23S362600; 51W385700;; Cachoeira Paulista;741250,0000; SP; 443392382;;59;6000;ISDB-T;TV Digital;;802;
 FUNDACAO PADRE ANCHIETA - CENTRO PAULISTA DE RADIO E TV EDUCATIVAS; 61914891000186; RUA CENNO SBRIGHI, 378; 24S033710; 48W230400;; São Paulo;531250,0000; SP; 9150200;;24;6000;PAL-M;TV Analógica;;800;
 PREFEITURA MUNICIPAL DE FIRMINOPOLIS; 02321917000113; AVENIDA GOIANIA NR 322, .; 16S350000; 50W190000;; Firminópolis;549250,0000; GO; 323038263;;27;6000;PAL-M;TV Analógica;;800;
 SBR COMUNICACOES LTDA; 03920688000116; RUA HARRISON JOSE BORGES, 1154,; 23S574300; 52W210700;; Campo Mourão;94700,0000; PR; 690337582;;234;200;FM;Rádio;;230;
 FUNDACAO JOAO PAULO II; 50016039000175; RUA JOAO PAULO II, S/Nº; 18S283000; 47W130500;; Cachoeira Paulista;525250,0000; SP; 323717004;;23;6000;ISDB-T;TV Digital;;802;
 REDE VITORIOSA DE COMUNICACOES LTDA; 03521447000102; RUA PEPINO LATERZA, 920; 19S434100; 50W114400;; Ituiutaba;211250,0000; MG; 323713912;;13;6000;ISDB-T;TV Digital;;802;
 ASSOCIACAO RADIO E TV EDUCATIVA DE GUAXUPE; 19092907000156; Rua Professora Maria Dolores Cortêz Farah, 376; 21S160800; 46W425600;; Guaxupé;; MG; 323713360;;;6000;PAL-M;TV Analógica;;800;
 RADIO E TELEVISAO ROTIONER LTDA; 01856226000151; RUA CARLOS RAZERA, 286; 25S243700; 49W173400; RADIO E TELEVISAO MERCOSUL; Curitiba;513250,0000; PR; 323682723;;21;6000;PAL-M;TV Analógica;;248;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 21S525100; 47W365000;; São José do Rio Preto;669250,0000; SP; 9248927;;47;6000;PAL-M;TV Analógica;;800;
 TELEVISAO CIDADE VERDE S/A; 24964108000162; AV. ARCHIMEDES PEREIRA LIMA, N° 1200; 14S243100; 56W264600;; Cuiabá;579250,0000; MT; 441595170;;32;6000;PAL-M;TV Analógica;;800;
 FUNDACAO JOAO PAULO II; 50016039000175; RUA JOAO PAULO II, S/Nº; 23S293300; 48W250400;; Cachoeira Paulista;741250,0000; SP; 323731902;;59;6000;ISDB-T;TV Digital;;802;
 REDE MERIDIONAL DE RADIODIFUSAO LTDA; 03250925000260; AV 13 DE MAIO, S/N; 11S360000; 50W410000;; São Félix do Araguaia;181250,0000; MT; 323143776;;8;6000;PAL-M;TV Analógica;;800;
 TV JANGADEIRO LTDA; 11743564000130; AVENIDA ANTONIO SALES, 2811; 03S380000; 39W320000;; Fortaleza;67250,0000; CE; 323687075;;4;6000;ISDB-T;TV Digital;;802;
 FUNDACAO PADRE ANCHIETA - CENTRO PAULISTA DE RADIO E TV EDUCATIVAS; 61914891000186; RUA CENNO SBRIGHI, 378; 20S182400; 48W175200;; São Paulo;585250,0000; SP; 9149791;;33;6000;ISDB-T;TV Digital;;802;
 GOV. DO EST. DE GOIAS - AGENCIA GOIANA DE COMUNICACAO; 03520902000147; RUA SC 1, 299; 16S265737; 51W064378;; Goiânia;639250,0000; GO; 323032818;;42;6000;ISDB-T;TV Digital;;802;
 FUNDACAO JOAO PAULO II; 50016039000175; RUA JOAO PAULO II, S/Nº; 05S213500; 49W053100;; Cachoeira Paulista;579250,0000; SP; 323682090;;32;6000;PAL-M;TV Analógica;;800;
 RADIO BELEM FM LTDA; 03758113000149; RUA JOAO PESSOA, S/N; 06S423500; 35W310707;; Belém;99300,0000; PB; 697746836;;257;200;FM;Rádio;;230;
 RONDOVISAO RONDONIA RADIO E TELEVISAO LTDA; 04931671000127; RUA ALEGRIA, 4494; 13S064200; 60W320900; CLUBE CIDADE; Porto Velho;205250,0000; RO; 323206468;;12;6000;PAL-M;TV Analógica;;800;
 COGETEL; 15412257000209; RUA SERGIPE 1180 - VILA CELIA, .; 22S131600; 54W482000;; Campo Grande;187250,0000; MS; 322832446;;9;6000;ISDB-T;TV Digital;;802;
 EMISSORA SANTUARIO SERAFINENSE LTDA; 89947501000193; RUA MONSENHOR JOAO BATISTA SCALABRINI, 346; 28S422797; 51W564370; RADIO ROSARIO; Serafina Corrêa;1190,0000; RS; 9545190;;;10;AM;Rádio;;205;
 RADIO VERDES CAMPOS LTDA; 77109577000160; AV. CARLOS GOMES, 1155; 24S584800; 53W271200;; Cascavel;93100,0000; PR; 322481449;;226;200;FM;Rádio;;230;
 RADIO E TELEVISAO IMAGEM LTDA; 81034977000121; AVENIDA DEPUTADO HEITOR ALENCAR FURTADO, N° 6730; 23S043410; 52W261610; TV IMAGEM DO NOROESTE ou TV IMAGEM; Paranavaí;561250,0000; PR; 322542855;;29;6000;PAL-M;TV Analógica;;248;
 RADIO E TELEVISAO BRASIL OESTE LTDA; 03049376000189; RUA JIBOIA, S/N; 09S515300; 56W063400;; Cuiabá;205250,0000; MT; 323143032;;12;6000;ISDB-T;TV Digital;;802;
 ARMACAO DOS BUZIOS RADIODIFUSAO LTDA; 04171845000109;  PRAIA DAS PALMEIRAS, C/22,; 22S455000; 41W540400; RADIO ARMACAO DOS BUZIOS; Cabo Frio;89900,0000; RJ; 698775724;;210;200;FM;Rádio;;230;
 COGETEL; 15412257000209; RUA SERGIPE 1180 - VILA CELIA, .; 22S111500; 52W430400;; Campo Grande;193250,0000; MS; 322832500;;10;6000;ISDB-T;TV Digital;;802;
 FUNDACAO CULTURAL NOSSA SENHORA DA GUIA; 09227786000159; RUA RUI BARBOSA, 53; 07S042700; 37W170000;; Patos;1400,0000; PB; 322687870;;;10;AM;Rádio;;205;
 CANAL BRASILEIRO DA INFORMACAO CBI LTDA; 57569196000157; RUA VERGUEIRO, 1211,; 20S340000; 48W340000;; São Paulo;657250,0000; SP; 9234950;;45;6000;PAL-M;TV Analógica;;800;
 SAT SISTEMA A TRIBUNA DE COMUNICACAO-SANTOS LTDA; 58780453000168; RUA JOAO PESSOA, 129; 24S164900; 47W270200;; Santos;543250,0000; SP; 9252592;;26;6000;PAL-M;TV Analógica;;800;
 FUNDACAO DE TELEDUCACAO DO ESTADO DO CEARA-FUNTELC; 09470303000142; RUA OSVALDO CRUZ, 1985; 02S540000; 40W500000; TVC - TV CEARA CANAL 5; Fortaleza;181250,0000; CE; 322891906;;8;6000;ISDB-T;TV Digital;;802;
 RBS PARTICIPACOES S. A.; 68737857000122; AVENIDA ERICO VERISSIMO, 400; 28S150200; 48W411800;; Porto Alegre;181250,0000; RS; 323091199;;8;6000;PAL-M;TV Analógica;;800;
 RADIO E TELEVISAO IMAGEM LTDA; 81034977000121; AVENIDA DEPUTADO HEITOR ALENCAR FURTADO, N° 6730; 23S075940; 52W183130; TV IMAGEM DO NOROESTE ou TV IMAGEM; Paranavaí;175250,0000; PR; 322551145;;7;6000;PAL-M;TV Analógica;;800;
 PREFEITURA MUNICIPAL DE ALTO PARANA; 76279967000116; RUA JOSE DE ANCHIETA, 1641, .; 23S074400; 52W185000;; Alto Paraná;549250,0000; PR; 322511747;;27;6000;ISDB-T;TV Digital;;802;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 18S145800; 43W360100;; São José do Rio Preto;477250,0000; SP; 323736610;;15;6000;PAL-M;TV Analógica;;800;
 RADIO SERRINHA FM LTDA; 33543984000106; RUA NOSSA SENHORA DA PENHA, 1000; 15S552800; 48W485700;; Corumbá de Goiás;94100,0000; GO; 323038140;;231;200;FM;Rádio;;230;
 RADIO CIDADE EUCLIDES DA CUNHA LTDA; 13836713000131; RUA TEAGO FERREIRA DE CARVALHO, 116,; 10S300600; 39W020200;; Euclides da Cunha;91100,0000; BA; 322623499;;216;200;FM;Rádio;;230;
 SOCIEDADE DE TELEVISAO MANAUARA LTDA; 05531223000107; AVENIDA EDUARDO RIBEIRO, 520; 04S060000; 63W020000;; Manaus;537250,0000; AM; 322994594;;25;6000;ISDB-T;TV Digital;;802;
 TELEVISAO CENTRO AMERICA LTDA; 03476876000105; AVENIDA MARECHAL DEODORO, 504; 15S350300; 56W053900;; Cuiabá;67250,0000; MT; 322816610;;4;6000;PAL-M;TV Analógica;;248;
 SUL BRASIL - RADIO E TELEVISAO LTDA.; 05492288000182; RUA QUINTINO BOCAIÚVA, 666; 25S235500; 49W165700;; Bocaiúva do Sul;471250,0000; PR; 691230528;;14;6000;PAL-M;TV Analógica;;800;
 RADIO TV DO AMAZONAS LTDA; 04387825000161; AVENIDA ANDRE ARAUJO, 1555; 02S372420; 60W563380;; Manaus;187250,0000; AM; 322994306;;9;6000;ISDB-T;TV Digital;;802;
 TV O ESTADO LTDA; 78647633000183; RUA SETE DE SETEMBRO - D, 1920; 27S110610; 51W211500;; Chapecó;513250,0000; SC; 3497330;;21;6000;PAL-M;TV Analógica;;800;
 RADIO ATIVA FM LTDA; 01897803000153; AVENIDA DUQUE DE CAXIAS, 483; 16S232800; 39W334400;; Eunápolis;92700,0000; BA; 688244823;;224;200;FM;Rádio;;230;
 PETROLEO BRASILEIRO S A PETROBRAS; 33000167104900; AV. EUZÉBIO ROCHA, 1000; 05S100000; 36W250000;; Natal;507250,0000; RN; 323233783;;20;6000;ISDB-T;TV Digital;;802;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 21S423700; 51W031800;; São José do Rio Preto;537250,0000; SP; 323734928;;25;6000;ISDB-T;TV Digital;;802;
 FIRENZE COMUNICACAO E PRODUCAO LTDA; 83601690000161; RUA DEPUTADO ANTONIO EDU VIEIRA, 880; 27S133400; 49W374300;; Florianópolis;579250,0000; SC; 323092110;;32;6000;PAL-M;TV Analógica;;800;
 FUNDACAO DE TELEDUCACAO DO ESTADO DO CEARA-FUNTELC; 09470303000142; RUA OSVALDO CRUZ, 1985; 07S020000; 39W120000; TVC - TV CEARA CANAL 5; Fortaleza;77250,0000; CE; 322891922;;5;6000;ISDB-T;TV Digital;;802;
 TV ZONA SUL LTDA; 90604752000154; RUA FELIX DA CUNHA, 772; 31S515100; 52W492400;; Pelotas;639250,0000; RS; 9614761;;42;6000;PAL-M;TV Analógica;;800;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 16S174200; 48W581600;; São José do Rio Preto;555250,0000; SP; 323038760;;28;6000;ISDB-T;TV Digital;;802;
 SOCIEDADE ACREANA DE COMUNICACAO FRONTEIRA LTDA; 14366199000180; AV. CEARA, 2566, .; 09S581500; 67W491200; TV RIO BRANCO; Rio Branco;181250,0000; AC; 323214363;;8;6000;PAL-M;TV Analógica;;248;
 FUNDACAO PADRE ANCHIETA - CENTRO PAULISTA DE RADIO E TV EDUCATIVAS; 61914891000186; RUA CENNO SBRIGHI, 378; 22S324240; 44W462560;; São Paulo;55250,0000; SP; 9150846;;2;6000;PAL-M;TV Analógica;;800;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 10S360000; 49W110000;; São José do Rio Preto;477250,0000; SP; 323317103;;15;6000;ISDB-T;TV Digital;;802;
 TELEVISAO ANHANGUERA S.A.; 01534510000101; AVENIDA THOMAS EDSON, 400; 16S160000; 50W370000;; Goiânia;187250,0000; GO; 323034640;;9;6000;ISDB-T;TV Digital;;802;
 PREFEITURA MUNICIPAL DE RIO NEGRINHO; 00000000000000; RUA PAULO BOEHN 252, .; 26S164000; 49W310000;; Rio Negrinho;717250,0000; SC; 323089836;;55;6000;PAL-M;TV Analógica;;800;
 SISTEMA SUL DE RADIODIFUSAO LTDA; 55843072000192; RUA BAHIA, 1233, .; 23S073100; 48W554600; 'SEGURA PEAO - FM STEREO'; Avaré;101700,0000; SP; 9156542;;269;200;FM;Rádio;;230;
 SISTEMA CARAJAS DE COMUNICACOES LTDA; 63854764000164; TRAVESSA BENJAMIN CONSTANT NR 1164, .; 08S024600; 50W024600;; Belém;61250,0000; PA; 322774187;;3;6000;ISDB-T;TV Digital;;802;
 RADIO VANGUARDA DO VALE DO ACO LTDA; 19600758000199; RUA ITAJUBA, 62,; 19S291100; 42W344400;; Ipatinga;95300,0000; MG; 322323150;;237;200;FM;Rádio;;230;
 TV RECORD DE RIO PRETO S/A; 59983486000178; RODOVIA WASHINGTON LUIZ, KM 436, S/N; 20S361600; 49W383600;; São José do Rio Preto;633250,0000; SP; 9122923;;41;6000;PAL-M;TV Analógica;;800;
 TELEVISAO TUIUTI SA; 92236314000106; TRAVESSA HIPOLITO JOSE DA COSTA, 155; 32S104700; 53W050500; RBSTV; Pelotas;83250,0000; RS; 9628444;;6;6000;ISDB-T;TV Digital;;802;
 RADIO FM DO PORTO LTDA; 80450554000120; RUA SIQUEIRA CAMPOS, 33; 26S155900; 51W045800;; Porto União;88700,0000; SC; 323092683;;204;200;FM;Rádio;;230;
 TELEVISAO TIBAGI LTDA; 76554757000199; AVENIDA SANTOS DUMONT, 11; 23S165100; 52W360900;; Apucarana;591250,0000; PR; 323755330;;34;6000;PAL-M;TV Analógica;;800;
 TELEVISAO CIDADE MODELO LTDA; 03862216000154; RODOVIA MS 156 KM 03, S/Nº,; 09S391900; 35W433100; TV DOURADOS; Dourados;675250,0000; MS; 430902344;;48;6000;ISDB-T;TV Digital;;802;
 FUNDACAO JOAO PAULO II; 50016039000175; RUA JOAO PAULO II, S/Nº; 10S550000; 37W400000;; Cachoeira Paulista;211250,0000; SP; 323283705;;13;6000;ISDB-T;TV Digital;;802;
 FUNDACAO VILA REAL; 03926017000162; AV. ERNANI DO AMARAL PEIXOTO, 36 - SL 907-PARTE - CENTR, .; 22S533100; 43W061200;; Niterói;627250,0000; RJ; 536378975;;40;6000;PAL-M;TV Analógica;;248;
 FUNDACAO DE TELEDUCACAO DO ESTADO DO CEARA-FUNTELC; 09470303000142; RUA OSVALDO CRUZ, 1985; 07S120000; 40W080000; TVC - TV CEARA CANAL 5; Fortaleza;67250,0000; CE; 322891825;;4;6000;ISDB-T;TV Digital;;802;
 TELEVISAO BAHIA LTDA; 13425269000161; RUA ARISTIDES NOVIS, 123; 13S310500; 41W350900; TV BAHIA; Salvador;83250,0000; BA; 322644062;;6;6000;PAL-M;TV Analógica;;800;
 TV LUZIANIA LTDA; 15990708000104; RUA PADRE PRIMO, 100; 16S045600; 48W302600;; Luziânia;597250,0000; GO; 323034489;;35;6000;PAL-M;TV Analógica;;800;
