Razao_Social;CNPJ;Endereco;Latitude;Longitude;Nome_Fantasia;Municipio;Frequencia;UF;ID_Estação;Rede;Canal;Largura_de_banda;Modulacao;Servico_RNR;Situacao_de_Licenciamento;Servico_ANATEL;Observação
 RADIO A VOZ DO SERTAO LTDA; 10280022000106; RUA TIBURTINO NOGUEIRA, 1100; 07S484000; 37W370400;; Serra Talhada;96700,0000; PE; 322741440;;244;200;FM;Rádio;;230;
 TV OESTE DO PARANA LTDA; 03699194000234; RUA QUINZE DE NOVEMBRO, 2250; 25S272660; 50W400300;; Guarapuava;193250,0000; PR; 631387218;;10;6000;ISDB-T;TV Digital;;802;
 RADIOBRAS EMPRESA BRASILEIRA DE COMUNICACAO S/A; 00464073000134; SCRN 702/703 BLOCO B, 16; 08S450000; 63W550000;; Brasília;4945,0000; DF; 322972485;;;10;AM;Rádio;;221;
 FUNDACAO NOSSA SENHORA APARECIDA; 43665629000163; AVENIDA GETULIO VARGAS, 185; 22S505100; 45W131400;; Aparecida;6135,0000; SP; 517520893;;;10;AM;Rádio;;213;
 TV CORCOVADO S/A; 54313531000163; RUA GENERAL PADILHA, 134; 23S010900; 44W174300;; Rio de Janeiro;489250,0000; RJ; 6749194;;17;6000;ISDB-T;TV Digital;;802;
 FUNDACAO JOAO PAULO II; 50016039000175; RUA JOAO PAULO II, S/Nº; 07S381200; 72W410000;; Cachoeira Paulista;67250,0000; SP; 323707351;;4;6000;ISDB-T;TV Digital;;802;
 FUNDACAO CASPER LIBERO; 61277273000172; AVENIDA PAULISTA, 900; 22S401500; 47W371100;; São Paulo;723250,0000; SP; 356020916;;56;6000;PAL-M;TV Analógica;;800;
 RADIO E TELEVISAO ANARY LTDA; 05659826000180; RUA PADRE ADOLPHO ROHL, NR 3150, .; 10S260000; 62W290000;; Jaru;175250,0000; RO; 322977037;;7;6000;ISDB-T;TV Digital;;802;
 TELEVISAO RIO FORMOSO LTDA; 02910917000159; AVENIDA MATO GROSSO, 1616; 11S342300; 47W101200; TELEV ANHANGUERA DE GURUPI; Gurupi;199250,0000; TO; 323022405;;11;6000;PAL-M;TV Analógica;;800;
 RADIO E TELEVISAO CAPITAL LTDA; 02579308000169; SRTVS SETOR, 701; 15S331500; 47W190800; TV CAPITAL BRASILIA; Brasília;651250,0000; DF; 323673791;;44;6000;ISDB-T;TV Digital;;802;
 FUNDACAO NAZARE DE COMUNICACAO; 83369470000154; AVENIDA GOVERNADOR JOSE MALCHER, 915; 01S320000; 52W350000;; Belém;549250,0000; PA; 323661793;;27;6000;ISDB-T;TV Digital;;802;
 MACARENA TELECOMUNICACOES LTDA; 03872002000169; RUA VC 73, 326, Q.146, LT.09. CONJ.VERA CRUZ, 7.ETAPA, .; 11S434200; 49W040200;; Goiânia;501250,0000; GO; 323704972;;19;6000;PAL-M;TV Analógica;;800;
 RADIO ARARIPE S/A; 07176142000153; RUA SAO FRANCISCO, 379; 07S140000; 39W240000; RADIO CIDADE DO CRATO; Crato;1440,0000; CE; 322869820;;;10;AM;Rádio;;205;
 JET RADIODIFUSAO LTDA; 07714595000196; RUA PROFESSOR ALCEU BRANDAO, 2397; 06S030000; 42W150000; FM ANTENA 10; Teresina;199250,0000; PI; 323229298;;11;6000;PAL-M;TV Analógica;;800;
 RADIO FM DE SERRA BRANCA LTDA; 12732749000102; PRAÇA CÔNEGO JOÃO MARQUES PEREIRA, S/N; 07S285900; 36W395100;; Serra Branca;103300,0000; PB; 323256511;;277;200;FM;Rádio;;230;
 SISTEMA TOCANTINENSE DE TELEVISAO LTDA; 24851420000140; AV.PRESIDENTE KENNEDY,1170, .; 10S103400; 48W520000;; Porto Nacional;211250,0000; TO; 323317030;;13;6000;ISDB-T;TV Digital;;802;
 TERRA COMUNICACAO LTDA; 26770404000158; RUA 20A, N. 202, .; 14S371000; 57W290900;; Tangará da Serra;211250,0000; MT; 323138942;;13;6000;ISDB-T;TV Digital;;802;
 RADIO CURIMATAU DE NOVA CRUZ LTDA; 08516080000144; RUA FREI ALBERTO CABRAL, 08; 06S280000; 35W260000;; Nova Cruz;1530,0000; RN; 322688612;;;10;AM;Rádio;;205;
 TELEVISAO BAHIA LTDA; 13425269000161; RUA ARISTIDES NOVIS, 123; 09S533800; 39W015700; TV BAHIA; Salvador;199250,0000; BA; 441534074;;11;6000;ISDB-T;TV Digital;;802;
 AGRESTE COMUNICACOES LTDA; 01764410000171; RUA CORONEL JOSE DE BRITO NŒ369, .; 06S285200; 35W251200;; Nova Cruz;107500,0000; RN; 323695124;;298;200;FM;Rádio;;230;
 TELEVISAO A CRITICA LIMITADA; 04382099000194; AVENIDA ANDRE ARAUJO, 1924; 03S500000; 62W040000; TV A CRITICA CANAL 4; Manaus;181250,0000; AM; 534288910;;8;6000;ISDB-T;TV Digital;;802;
 RADIO DIFUSORA PRINCESA DO SUL LTDA; 27468008000133; PRACA HILDA CALAZANS DOS SANTOS, 04,; 20S483200; 41W064700;; Cachoeiro de Itapemirim;770,0000; ES; 5533821;;;10;AM;Rádio;;205;
 RADIO E TELEVISAO RIO NEGRO LTDA; 14238570000129; AVENIDA ANDRE ARAUJO, 1981; 07S300000; 63W020000; TV RIO NEGRO; Manaus;175250,0000; AM; 443392501;;7;6000;ISDB-T;TV Digital;;802;
 CANAL BRASILEIRO DA INFORMACAO CBI LTDA; 57569196000157; RUA VERGUEIRO, 1211,; 24S161400; 46W570000;; São Paulo;615250,0000; SP; 9235175;;38;6000;ISDB-T;TV Digital;;802;
 RADIO ESTEREOSOM DE LIMEIRA LTDA; 46985107000137; RUA PROFESSORA MARIA APPARECIDA MARTINELLI FAVERI, 988; 22S320800; 47W280800;; Limeira;99900,0000; SP; 7805160;;260;200;FM;Rádio;;230;
 RADIO CENTRO-OESTE LTDA; 01835157000108; RUA COELHO DE MOURA, 158; 20S230200; 44W201300;; Oliveira;101300,0000; MG; 323723055;;267;200;FM;Rádio;;230;
 TV STUDIOS DE JAU S/A; 49931645000137; AVENIDA JOÃO SANZOVO, 2621; 21S175100; 50W354900; SBT - CENTRO OESTE PAULISTA - EMISSORA DO SISTEMA BRASILEIRO DE TELEVISAO; Jaú;549250,0000; SP; 323671527;;27;6000;ISDB-T;TV Digital;;802;
 TELEVISAO BAHIA LTDA; 13425269000161; RUA ARISTIDES NOVIS, 123; 10S492200; 38W315400; TV BAHIA; Salvador;205250,0000; BA; 322645778;;12;6000;ISDB-T;TV Digital;;802;
 A MELHOR RADIODIFUSAO LTDA; 54647987000160; AVENIDA EUGENIO BERNARDI, 534; 23S322400; 47W275700;; Votorantim;88300,0000; SP; 9089225;;202;200;FM;Rádio;;230;
 SISTEMA CLUBE DE COMUNICACAO LTDA; 46665188000198; AVENIDA NOVE DE JULHO, 606; 21S013200; 47W222600;; Ribeirão Preto;477250,0000; SP; 9122460;;15;6000;ISDB-T;TV Digital;;802;
 TELEVISAO SOCIEDADE LIMITADA; 25288333000199; AV DO CONTORNO, 1545; 15S370400; 46W252400;; Belo Horizonte;591250,0000; MG; 323697526;;34;6000;PAL-M;TV Analógica;;800;
 PREFEITURA MUNICIPAL DE TRES RIOS; 29138377000193; PRACA SAO SEBASTIAO 81- PREFEITURA MUNICIPAL, .; 22S070000; 43W123300;; Três Rios;651250,0000; RJ; 6748961;;44;6000;PAL-M;TV Analógica;;800;
 TV STUDIOS DE RIBEIRAO PRETO LTDA; 54022488000187; RUA JAVARI, 195; 21S345000; 46W534900;; Ribeirão Preto;525250,0000; SP; 9124616;;23;6000;PAL-M;TV Analógica;;800;
 CSR - CENTRAL SISTEMA DE RADIODIFUSAO LTDA; 03636933000168; AVENIDA CIRCULAR, QD. 01,; 15S332714; 47W215393;; Formosa;92100,0000; GO; 323035191;;221;200;FM;Rádio;;230;
 RADIO DIFUSORA BRASILEIRA LTDA; 25629437000110; AVENIDA BRASIL, 4460; 18S531400; 48W170200; OI FM; Uberlândia;101900,0000; MG; 322322278;;270;200;FM;Rádio;;230;
 TVSBT CANAL 4 DE SAO PAULO S/A; 45039237000114; AVENIDA DAS COMUNICAÇÕES, 04; 23S324000; 46W405400;; Osasco;67250,0000; SP; 7806710;;4;6000;PAL-M;TV Analógica;;248;
 PREFEITURA MUNICIPAL DE QUARAI; 88123492000153; AVENIDA ARTIGAS NR 310, .; 30S223600; 56W271800;; Quaraí;83250,0000; RS; 9607986;;6;6000;PAL-M;TV Analógica;;800;
 SCA-SISTEMA DE COMUNICACAO ARAGUAIA LTDA; 83349407000156; FOLHA 32 QUADRA 05 LOTE 14 NOVA MARABA, .; 05S022500; 48W364500;; Marabá;181250,0000; PA; 322807077;;8;6000;PAL-M;TV Analógica;;800;
 TV DIARIO LTDA; 23493364000156; RUA TOMAZ ACIOLI, 1677; 03S425400; 40W202500;; Fortaleza;67250,0000; CE; 682773620;;4;6000;PAL-M;TV Analógica;;800;
 SOCIEDADE RADIO CAMAQUENSE LTDA; 87967410000194; RUA GENERAL ZECA NETO, 1396; 30S511900; 51W483300;; Camaquã;1060,0000; RS; 9547045;;;10;AM;Rádio;;205;
 TV STUDIOS DE RIBEIRAO PRETO LTDA; 54022488000187; RUA JAVARI, 195; 20S323200; 48W334900;; Ribeirão Preto;525250,0000; SP; 9124519;;23;6000;PAL-M;TV Analógica;;800;
 RADIO ELDORADO LTDA; 60694239000130; AVENIDA ENGENHEIRO CAETANO ÁLVARES, 55; 23S152000; 45W562000;; São Paulo;187250,0000; SP; 323730752;;9;6000;PAL-M;TV Analógica;;800;
 DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DE MINAS GERAIS; 17327289000150; AVENIDA DOS ANDRADAS, 723; 20S170000; 45W320000;; Belo Horizonte;597250,0000; MG; 322377374;;35;6000;PAL-M;TV Analógica;;800;
 FUNDACAO RADIO POPULAR FLUMINENSE; 28603777000160; RUA FREI VALERIO, 58, .; 22S041100; 41W521000;; Conceição de Macabu;1580,0000; RJ; 5533937;;;10;AM;Rádio;;205;
 FUNDACAO JOAO DO KINCA; 66230541000114; PRACA CORDOVIL PINTO COELHO NR 165 SALA 202, .; 20S150000; 42W020000;; Manhuaçu;199250,0000; MG; 322400171;;11;6000;PAL-M;TV Analógica;;800;
 REDE INDEPENDENTE DE RADIO LTDA; 15564933000189; AVENIDA DUQUE DE CAXIAS, 385; 21S281284; 56W101736;; Jardim;1580,0000; MS; 322816270;;;10;AM;Rádio;;205;
 REDE VITORIOSA DE COMUNICACOES LTDA; 03521447000102; RUA PEPINO LATERZA, 920; 18S353300; 48W421800;; Ituiutaba;175250,0000; MG; 322399670;;7;6000;ISDB-T;TV Digital;;802;
 FUNDACAO PADRE ANCHIETA - CENTRO PAULISTA DE RADIO E TV EDUCATIVAS; 61914891000186; RUA CENNO SBRIGHI, 378; 22S402950; 44W192740;; São Paulo;507250,0000; SP; 9149457;;20;6000;PAL-M;TV Analógica;;800;
 TV CATARATAS LTDA; 80830334000121; AVENIDA PEDRO BASSO, 1000,; 26S135660; 52W391400;; Foz do Iguaçu;501250,0000; PR; 692355782;;19;6000;PAL-M;TV Analógica;;800;
 TELEVISAO ITAPOAN SOCIEDADE ANONIMA; 15122492000165; JARDIM FEDERACAO, 81; 12S314200; 40W165400;; Salvador;193250,0000; BA; 322645816;;10;6000;PAL-M;TV Analógica;;800;
 RADIO ACAIACA LTDA; 17270968000130; RUA ITATIAIA, 117; 17S243900; 44W535200;; Belo Horizonte;1240,0000; MG; 322321808;;;10;AM;Rádio;;205;
 COGETEL; 15412257000209; RUA DESEMBARGADOR LEAO NETO DO CARMO, s/n; 22S222700; 54W305000;; Campo Grande;175250,0000; MS; 322832594;;7;6000;PAL-M;TV Analógica;;800;
 RADIO E TV CORREIO LTDA; 09320250000183; AVENIDA DOM PEDRO II, 623; 07S135000; 35W525200;; João Pessoa;211250,0000; PB; 323259871;;13;6000;ISDB-T;TV Digital;;802;
 SISTEMA PLUG DE COMUNICACOES LTDA; 03709705000170; RUA MARECHAL DEODORO, 3624; 29S353000; 51W562900;; Cascavel;1460,0000; PR; 698644743;;;10;AM;Rádio;;205;
 FUNDACAO EXCLUSIVA EDUCATIVA; 03760860000111; RUA ANDRE ZANETTI, 340; 25S251800; 49W245200;; Curitiba;92900,0000; PR; 534174370;;225;200;FM;Rádio;;230;
 TELEVISAO BANDEIRANTES DE PRESIDENTE PRUDENTE LTDA; 50609973000109; RUA ALBERTO ARTONI, 75; 22S594000; 49W504000; BAND; Presidente Prudente;567250,0000; SP; 9123431;;30;6000;ISDB-T;TV Digital;;802;
 A GAZETA DO ESPIRITO SANTO RADIO E TV LTDA; 27063726000120; RUA CHAFIC MURAD, 902; 18S073700; 40W250500;; Vitória;633250,0000; ES; 323719538;;41;6000;PAL-M;TV Analógica;;800;
 RADIO PORTO ALEGRE DE CURITIBA LTDA; 78381894000102; RUA ANA BERTA ROSKAMP, 940; 25S264800; 49W115800;; Curitiba;1320,0000; PR; 322480949;;;10;AM;Rádio;;205;
 TELEVISAO RIO FORMOSO LTDA; 02910917000159; AVENIDA MATO GROSSO, 1616; 17S343500; 52W322100; TELEV ANHANGUERA DE GURUPI; Gurupi;181250,0000; TO; 323034462;;8;6000;PAL-M;TV Analógica;;800;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 20S521000; 51W375300;; São José do Rio Preto;525250,0000; SP; 9249222;;23;6000;PAL-M;TV Analógica;;800;
 FUNDACAO DE TELECOMUNICACOES DO PARA; 05441704000113; AVENIDA ALMIRANTE BARROSO 735, .; 00S390000; 49W100000;; Belém;187250,0000; PA; 322801770;;9;6000;ISDB-T;TV Digital;;802;
 FUNDACAO PADRE ANCHIETA - CENTRO PAULISTA DE RADIO E TV EDUCATIVAS; 61914891000186; RUA CENNO SBRIGHI, 378; 22S224080; 48W223900;; São Paulo;477250,0000; SP; 9149783;;15;6000;PAL-M;TV Analógica;;800;
 TELEVISAO CIDADE VERDE S/A; 24964108000162; AV. ARCHIMEDES PEREIRA LIMA, N° 1200; 15S403000; 58W054500;; Cuiabá;187250,0000; MT; 323139388;;9;6000;PAL-M;TV Analógica;;800;
 RBS TV SANTA CRUZ LTDA; 90705690000177; RUA ASSIS BRASIL, S/N; 29S371700; 52W112500;; Santa Cruz do Sul;663250,0000; RS; 9614613;;46;6000;ISDB-T;TV Digital;;802;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 03S211500; 64W424100;; São José do Rio Preto;55250,0000; SP; 322995655;;2;6000;PAL-M;TV Analógica;;800;
 TELEVISAO CACHOEIRA DO SUL LTDA; 89784037000161; RUA SETE DE SETEMBRO, N° 1392; 22S580600; 46W570200;; Cachoeira do Sul;591250,0000; RS; 617725349;;34;6000;ISDB-T;TV Digital;;802;
 SISTEMA NATIVA DE COMUNICACOES LTDA; 92560333000193; AV. FERREIRA VIANA, 151 - AREAL, .; 30S510000; 51W490000;; Pelotas;501250,0000; RS; 9651195;;19;6000;ISDB-T;TV Digital;;802;
 ASSOCIACAO SOCIAL E EDUCATIVA DE GOIANA; 02781695000111; TRAVESSA DO MATADOURO S/N, .; 07S333800; 35W000900;; Goiana;681250,0000; PE; 1683950;;49;6000;PAL-M;TV Analógica;;800;
 TV INDEPENDENCIA OESTE DO PARANA LTDA; 81057994000184; AVENIDA PARIGOT DE SOUZA, 322; 26S020000; 53W440000;; Toledo;567250,0000; PR; 322543045;;30;6000;PAL-M;TV Analógica;;800;
 TELEVISAO VERDES MARES LTDA; 07199664000170; AVENIDA DESEMBARGADOR MOREIRA, 2430; 04S350000; 38W120000;; Fortaleza;573250,0000; CE; 323734634;;31;6000;ISDB-T;TV Digital;;802;
 TV CARIOBA COMUNICACOES LTDA; 61317095000166; RUA PURUS, 31; 23S213900; 47W515000;; Americana;705250,0000; SP; 323703410;;53;6000;PAL-M;TV Analógica;;800;
 CANAL BRASILEIRO DA INFORMACAO CBI LTDA; 57569196000157; RUA VERGUEIRO, 1211,; 22S072500; 51W231200;; São Paulo;471250,0000; SP; 9235191;;14;6000;PAL-M;TV Analógica;;800;
 TV COMUNITARIA DE APARECIDA DE GOIANIA; 08243657000191; AVENIDA JOAQUIM BARBOSA - QUADRA 27 LOTES, 1/3; 16S500000; 49W160000; TV COMUNITARIA DE APARECIDA DE GOIANIA; Aparecida de Goiânia;543250,0000; GO; 323704557;;26;6000;ISDB-T;TV Digital;;802;
 RETRANSMISSORA DE TV PANELAS LTDA; 75977280000191; LOCAL DISTANTE 7 KM DA CIDADE-AO SUDOESTE, .; 24S392600; 48W592800;; Adrianópolis;193250,0000; PR; 322531322;;10;6000;ISDB-T;TV Digital;;802;
 TV FRONTEIRA PAULISTA LTDA; 53268231000147; AVENIDA QUATORZE DE SETEMBRO, 2396; 22S272100; 51W460800;; Presidente Prudente;543250,0000; SP; 698757750;;26;6000;ISDB-T;TV Digital;;802;
 TV SERRA DOURADA LTDA; 01061837000103; RUA 73, 349; 16S492400; 49W544500; TV SERRA DOURADA; Goiânia;77250,0000; GO; 323033881;;5;6000;ISDB-T;TV Digital;;802;
 RADIO PRESIDENTE PRUDENTE LTDA; 55344568000111; AVENIDA WASHINGTON LUIZ, 1250; 22S052900; 51W230000;; Presidente Prudente;1070,0000; SP; 7805993;;;10;AM;Rádio;;205;
 TV ZONA SUL LTDA; 90604752000154; RUA FELIX DA CUNHA, 772; 31S344200; 53W225200;; Pelotas;55250,0000; RS; 9614745;;2;6000;ISDB-T;TV Digital;;802;
 SISTEMA DE RADIO JORNAL CULTURA DO CEARA LTDA; 03739613000133; RUA SETE DE SETEMBRO, 54; 02S534900; 40W070700;; Itapipoca;91500,0000; CE; 695284894;;218;200;FM;Rádio;;230;
 CANAL BRASILEIRO DA INFORMACAO CBI LTDA; 57569196000157; RUA VERGUEIRO, 1211,; 22S285000; 46W374600;; São Paulo;513250,0000; SP; 9234934;;21;6000;PAL-M;TV Analógica;;800;
 TELEVISAO BAHIA LTDA; 13425269000161; RUA ARISTIDES NOVIS, 123; 11S193700; 41W420900; TV BAHIA; Salvador;175250,0000; BA; 322643040;;7;6000;ISDB-T;TV Digital;;802;
 BEIJA FLOR RADIODIFUSAO LTDA; 00881907000107; BR 156, KM 01, .; 00N012000; 51W044900;; Oiapoque;531250,0000; AP; 323667970;;24;6000;PAL-M;TV Analógica;;248;
 TELEVISAO CENTRO AMERICA LTDA; 03476876000105; AVENIDA MARECHAL DEODORO, 504; 16S040000; 53W325800;; Cuiabá;211250,0000; MT; 323716300;;13;6000;ISDB-T;TV Digital;;802;
 RADIODIFUSAO CARAJAS LTDA; 08648292000185; AVENIDA BRASIL, 110; 06S040100; 49W534100; RADIODIFUSAO CARAJAS; Curionópolis;627250,0000; PA; 693134380;;40;6000;PAL-M;TV Analógica;;800;
 RADIO ITAI DE RIO CLARO LTDA; 01739112000121; RUA MONTE CAMBERELA, 109; 24S305100; 50W252300;; São Paulo;840,0000; SP; 323725058;;;10;AM;Rádio;;205;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 20S481200; 49W204700;; São José do Rio Preto;199250,0000; SP; 9234845;;11;6000;PAL-M;TV Analógica;;248;
 RADIO TAPUIO LTDA; 07699747000129; AVENIDA DESEMBAGADOR SIMPLICIO MENDES S/NR, .; 04S091000; 42W540000;; Miguel Alves;650,0000; PI; 323227694;;;10;AM;Rádio;;205;
 TV TAUBATE LTDA; 01921699000195; RUA MARECHAL RONDON, 55; 22S345300; 45W153000;; Taubaté;663250,0000; SP; 9236562;;46;6000;PAL-M;TV Analógica;;800;
 RADIO CIDADE DAS AGUAS LTDA.; 03751249000127; AVENIDA PARANA, 610; 26S013300; 48W504200;; Garuva;96700,0000; SC; 695263030;;244;200;FM;Rádio;;230;
 GOV. DO EST. DE GOIAS - AGENCIA GOIANA DE COMUNICACAO; 03520902000147; RUA SC 1, 299; 17S343800; 52W322200;; Goiânia;77250,0000; GO; 323032699;;5;6000;PAL-M;TV Analógica;;800;
 GAZETA PUBLICIDADE E NEGOCIOS LTDA; 03915493000188; RUA PROFESSORA TEREZA LOBO,NR.30, .; 09S395300; 56W283600;; Cuiabá;211250,0000; MT; 359994520;;13;6000;PAL-M;TV Analógica;;800;
 EMPRESA PORTOALEGRENSE DE COMUNICACAO LTDA; 91654806000159; RUA ORFANATRÓFIO, 711; 29S525000; 50W171100; TV PAMPA; Porto Alegre;199250,0000; RS; 9627820;;11;6000;PAL-M;TV Analógica;;800;
 INSTITUTO JEISON DA CRIANCA; 04788163000131; R. TEODOSIO DE MATOS, 33, .; 23S564200; 47W035800;; São Paulo;; SP; 682879851;;;6000;PAL-M;TV Analógica;;800;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 09S242600; 36W373900;; São José do Rio Preto;531250,0000; SP; 323274986;;24;6000;ISDB-T;TV Digital;;802;
 TELEVISAO CONQUISTA LTDA; 16314163000189; RUA DOS FONSECAS, 143; 14S500000; 40W505200; TV SUDOESTE; Vitória da Conquista;77250,0000; BA; 322647045;;5;6000;PAL-M;TV Analógica;;248;
 REDE NORTE DE COMUNICACAO LTDA. - ME.; 03763085000158; TRAVESSA RIO DE JANEIRO, CASA 01; 01S201800; 47W345100;; Castanhal;96300,0000; PA; 695641204;;242;200;FM;Rádio;;230;
 MC RADIODIFUSAO LTDA; 13494810000193; PRACA OTAVIO MANGABEIRA 59 ED.DAVINO ALVES 2 ANDAR, .; 14S480000; 39W154600; RADIO MORENA FM DE ITABUNA; Itabuna;98700,0000; BA; 322623359;;254;200;FM;Rádio;;230;
 FUNDACAO PADRE ANCHIETA - CENTRO PAULISTA DE RADIO E TV EDUCATIVAS; 61914891000186; RUA CENNO SBRIGHI, 378; 22S210500; 48W090700;; São Paulo;585250,0000; SP; 323713459;;33;6000;ISDB-T;TV Digital;;802;
 EMPRESA DE RADIO SETE CIDADES DE PIRACURUCA LTDA; 07457914000125; PRACA FERNANDO BACELAR, 680, .; 03S553000; 41W423800;; Piracuruca;940,0000; PI; 322882044;;;10;AM;Rádio;;205;
 TVSBT CANAL 4 DE SAO PAULO S/A; 45039237000114; AVENIDA DAS COMUNICAÇÕES, 04; 23S430500; 47W242400;; Osasco;603250,0000; SP; 9152695;;36;6000;ISDB-T;TV Digital;;802;
 TELEVISAO CENTRO AMERICA LTDA; 03476876000105; AVENIDA MARECHAL DEODORO, 504; 13S330900; 52W161700;; Cuiabá;187250,0000; MT; 323715389;;9;6000;ISDB-T;TV Digital;;802;
 TV CORCOVADO S/A; 54313531000163; RUA GENERAL PADILHA, 134; 22S492100; 43W312400;; Rio de Janeiro;489250,0000; RJ; 6749216;;17;6000;PAL-M;TV Analógica;;800;
 TELEVISAO RECORD DO RIO DE JANEIRO LTDA; 27906734000190; RUA GENERAL GUSTAVO CORDEIRO DE FARIAS, 84; 22S243900; 42W582800;; Rio de Janeiro;477250,0000; RJ; 3895521;;15;6000;ISDB-T;TV Digital;;802;
 TELEVISAO BAHIA LTDA; 13425269000161; RUA ARISTIDES NOVIS, 123; 14S132800; 42W464900; TV BAHIA; Salvador;77250,0000; BA; 322644992;;5;6000;ISDB-T;TV Digital;;802;
 RADIO JORNAL DE SAO PAULO LTDA; 43837392000150; RUA RADIANTES, 13; 21S470300; 48W093600; BANDEIRANTES FM; São Paulo;91900,0000; SP; 9148876;;220;200;FM;Rádio;;230;
 RADIO PONTAL DE NOVA LONDRINA LTDA; 77256881000130; AVENIDA LONDRINA, 500; 22S480000; 52W590000;; Nova Londrina;1190,0000; PR; 322481287;;;10;AM;Rádio;;205;
 FUNDACAO PADRE ANCHIETA - CENTRO PAULISTA DE RADIO E TV EDUCATIVAS; 61914891000186; RUA CENNO SBRIGHI, 378; 21S203700; 47W120800;; São Paulo;663250,0000; SP; 9149767;;46;6000;ISDB-T;TV Digital;;802;
 COGETEL; 15412257000209; RUA DESEMBARGADOR LEAO NETO DO CARMO, s/n; 22S380300; 54W492000;; Campo Grande;181250,0000; MS; 322832551;;8;6000;ISDB-T;TV Digital;;802;
 TELEVISAO TUIUTI SA; 92236314000106; TRAVESSA HIPOLITO JOSE DA COSTA, 155; 31S262700; 53W051900; RBSTV; Pelotas;597250,0000; RS; 323706240;;35;6000;ISDB-T;TV Digital;;802;
 TV AMAZONIA LTDA; 14572119000143; RUA HILDEMAR MAIA, 2135; 00S092200; 50W232500;; Macapá;543250,0000; AP; 693127759;;26;6000;ISDB-T;TV Digital;;802;
 EMPRESA PAULISTA DE TELEVISAO S/A; 46242004000187; RUA REGINA NOGUEIRA, 120; 22S565600; 47W012800; TV CAMPINAS; Campinas;205250,0000; SP; 7803125;;12;6000;PAL-M;TV Analógica;;248;
 FUNDACAO DE TELEDUCACAO DO ESTADO DO CEARA-FUNTELC; 09470303000142; RUA OSVALDO CRUZ, 1985; 04S210000; 40W510000; TVC - TV CEARA CANAL 5; Fortaleza;77250,0000; CE; 322892058;;5;6000;ISDB-T;TV Digital;;802;
 ASSOCIACAO RADIO E TV EDUCATIVA DE GUAXUPE; 19092907000156; TRAVESSA JOAO ROVAY, NR 06 SALA 05, .; 21S160800; 46W425600;; Guaxupé;; MG; 323713360;;;6000;ISDB-T;TV Digital;;802;
 RADIO CULTURAL DE VITORIA LTDA; 08054678000169; R. PREF. JOSE JOAQUIM DA SILVA - ED. JOSE GOMES DE MELO, 50; 08S070000; 35W180000;; Vitória de Santo Antão;1180,0000; PE; 322688310;;;10;AM;Rádio;;205;
 TV TOCANTINS LTDA; 02526333000184; RUA VENEZUELA, 130,; 16S173000; 48W585600;; Anápolis;175250,0000; GO; 323010539;;7;6000;PAL-M;TV Analógica;;248;
 TELEVISAO VERDES MARES LTDA; 07199664000170; AVENIDA DESEMBARGADOR MOREIRA, 2430; 22S462400; 43W035700;; Fortaleza;900,0000; CE; 5534810;;;10;AM;Rádio;;205;
 FUNDACAO JOAO PAULO II; 50016039000175; RUA JOAO PAULO II, S/Nº; 11S403700; 49W035400;; Cachoeira Paulista;597250,0000; SP; 323729193;;35;6000;ISDB-T;TV Digital;;802;
 FUNDACAO DE TELEDUCACAO DO ESTADO DO CEARA-FUNTELC; 09470303000142; RUA OSVALDO CRUZ, 1985; 04S120000; 38W430000; TVC - TV CEARA CANAL 5; Fortaleza;83250,0000; CE; 322892589;;6;6000;ISDB-T;TV Digital;;802;
 COGETEL; 15412257000209; RUA DESEMBARGADOR LEAO NETO DO CARMO, s/n; 22S181700; 53W485500;; Campo Grande;205250,0000; MS; 322832632;;12;6000;ISDB-T;TV Digital;;802;
 RADIO CONSTELACAO LTDA; 08299331000186; AVENIDA DOM PEDRO II, 70; 06S511600; 35W301500;; Guarabira;92100,0000; PB; 322687942;;221;200;FM;Rádio;;230;
 GOV. DO EST. DE GOIAS - AGENCIA GOIANA DE COMUNICACAO; 03520902000147; RUA SC 1, 299; 15S173400; 49W365500;; Goiânia;187250,0000; GO; 323032958;;9;6000;PAL-M;TV Analógica;;800;
 PREFEITURA MUNICIPAL DE BRAGANÇA PAULISTA; 46352746000165; AVENIDA ANTONIO PIRES PIMENTEL, 2015; 22S583000; 46W322400;; Bragança Paulista;567250,0000; SP; 9237640;;30;6000;PAL-M;TV Analógica;;800;
